time_index,time_since_epoch_ns,gs_handover_rate,sat_gs_churn,sat_gs_break_rate,gs_gs_churn,gs_gs_break_rate
1,300000000000,1.0,0.00032953960905349796,0.02199074074074074,0.0,0.03260869565217391
2,600000000000,1.0,0.00028935185185185184,0.023148148148148147,0.0036231884057971015,0.025362318840579712
3,900000000000,1.0,0.0003616898148148148,0.02199074074074074,0.0036231884057971015,0.036231884057971016
4,1200000000000,1.0,0.0007233796296296296,0.016203703703703703,0.007246376811594203,0.018115942028985508
5,1500000000000,1.0,0.0003616898148148148,0.02199074074074074,0.0,0.021739130434782608
6,1800000000000,1.0,0.00014467592592592592,0.02546296296296296,0.0,0.03985507246376811
7,2100000000000,1.0,0.0009805812757201647,0.011574074074074073,0.010869565217391304,0.025362318840579712
8,2400000000000,1.0,7.233796296296296e-05,0.02662037037037037,0.0,0.021739130434782608
9,2700000000000,1.0,0.00021701388888888888,0.024305555555555556,0.0,0.028985507246376812
10,3000000000000,1.0,0.0003616898148148148,0.02199074074074074,0.0036231884057971015,0.028985507246376812
11,3300000000000,1.0,0.00028935185185185184,0.023148148148148147,0.0,0.028985507246376812
12,3600000000000,1.0,0.0003616898148148148,0.02199074074074074,0.0,0.03260869565217391
13,3900000000000,1.0,0.000257201646090535,0.023148148148148147,0.0,0.018115942028985508
14,4200000000000,1.0,0.00028935185185185184,0.023148148148148147,0.0,0.021739130434782608
15,4500000000000,1.0,0.00043402777777777775,0.020833333333333332,0.0,0.050724637681159424
16,4800000000000,1.0,0.0006510416666666666,0.017361111111111112,0.010869565217391304,0.028985507246376812
17,5100000000000,1.0,0.0003616898148148148,0.02199074074074074,0.0,0.025362318840579712
18,5400000000000,1.0,0.0003616898148148148,0.02199074074074074,0.007246376811594203,0.025362318840579712
19,5700000000000,1.0,0.0004902906378600823,0.019675925925925927,0.0036231884057971015,0.03985507246376811
20,6000000000000,1.0,0.00014467592592592592,0.02546296296296296,0.0,0.025362318840579712
21,6300000000000,1.0,0.0005063657407407407,0.019675925925925927,0.0,0.028985507246376812
22,6600000000000,1.0,0.00021701388888888888,0.024305555555555556,0.0,0.03260869565217391
23,6900000000000,1.0,0.00020093878600823046,0.024305555555555556,0.0,0.021739130434782608
24,7200000000000,1.0,0.0005063657407407407,0.019675925925925927,0.0036231884057971015,0.018115942028985508
25,7500000000000,1.0,0.0002732767489711934,0.023148148148148147,0.0036231884057971015,0.021739130434782608
26,7800000000000,1.0,0.0003456147119341564,0.02199074074074074,0.0,0.025362318840579712
27,8100000000000,1.0,0.0005787037037037037,0.018518518518518517,0.0036231884057971015,0.021739130434782608
28,8400000000000,1.0,0.0005626286008230453,0.018518518518518517,0.0,0.03260869565217391
29,8700000000000,1.0,0.0003456147119341564,0.02199074074074074,0.0,0.021739130434782608
30,9000000000000,1.0,0.0005063657407407407,0.019675925925925927,0.0,0.036231884057971016
31,9300000000000,1.0,0.0003616898148148148,0.02199074074074074,0.0,0.05434782608695652
32,9600000000000,1.0,0.000257201646090535,0.023148148148148147,0.0,0.028985507246376812
33,9900000000000,1.0,0.00043402777777777775,0.020833333333333332,0.0036231884057971015,0.018115942028985508
34,10200000000000,1.0,0.0005063657407407407,0.019675925925925927,0.0036231884057971015,0.03260869565217391
35,10500000000000,1.0,0.0002732767489711934,0.023148148148148147,0.0,0.028985507246376812
36,10800000000000,1.0,0.0005063657407407407,0.019675925925925927,0.0036231884057971015,0.018115942028985508
37,11100000000000,1.0,0.00021701388888888888,0.024305555555555556,0.0,0.03985507246376811
38,11400000000000,1.0,0.0004018775720164609,0.020833333333333332,0.0,0.036231884057971016
39,11700000000000,1.0,0.0005063657407407407,0.019675925925925927,0.0,0.03260869565217391
40,12000000000000,1.0,0.0003616898148148148,0.02199074074074074,0.0,0.036231884057971016
41,12300000000000,1.0,0.0003456147119341564,0.02199074074074074,0.0036231884057971015,0.018115942028985508
42,12600000000000,1.0,0.0005063657407407407,0.019675925925925927,0.0,0.03260869565217391
43,12900000000000,1.0,0.00021701388888888888,0.024305555555555556,0.0,0.04710144927536232
